0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0,0,0,0,0,0,0,0,chelsea,69.80,179.52,1869.30,1998.84,3669.91,3797.82,5469.32,5597.62
1,62,11,70,3,67,0,62,0,chelsea,136.08,230.66,1996.68,2050.75,3795.49,3849.05,5595.44,5665.07
2,63,11,70,6,69,0,63,0,edithvale,303.21,371.64,2170.62,2258.35,4010.62,4062.86,5784.39,5850.63
3,63,11,70,8,68,1,64,0,edithvale,369.75,423.68,2236.97,2383.99,4061.01,4191.36,5835.60,5977.91
4,62,11,69,8,67,2,64,2,haileybury,1258.22,1311.50,3141.56,3256.89,5005.95,5064.96,6627.08,6782.76
5,62,11,70,28,69,20,64,16,haileybury,1309.41,1439.72,3198.01,3383.93,5062.92,5192.36,6678.07,6908.22
6,61,11,67,29,66,22,62,20,springvale,2038.40,2167.29,3922.69,4252.64,5833.65,5976.13,7343.62,7641.84
7,61,12,66,33,67,23,60,21,springvale,2090.26,2294.13,4028.87,4360.42,5891.27,6103.28,7394.90,7768.95
8,59,11,64,35,62,25,58,24,brandonpark,2399.34,2757.28,4448.89,4966.98,6289.82,6699.02,7736.13,8292.38
9,58,11,63,37,61,26,57,26,brandonpark,2483.00,2884.22,4524.00,5091.00,6415.00,6823.00,7850.00,8416.00
10,57,10,61,39,58,27,52,30,glen,3193.74,3698.73,5142.74,5934.56,6938.58,7538.44,8437.65,9112.83
11,55,12,58,39,57,28,51,29,glen,3319.72,3825.18,5270.11,6062.77,7064.66,7664.98,8554.57,9181.09
12,52,12,54,41,54,30,49,30,bwdhwy,3808.80,4685.64,5729.79,6611.60,7592.02,8135.24,8966.77,9601.53
13,51,12,51,43,53,31,46,29,bwdhwy,3936.20,4810.00,5855.00,6737.30,7659.00,8209.00,9091.00,9706.00
14,50,13,49,42,48,33,46,29,nunawading,4559.46,5609.83,6528.09,7448.84,8223.45,8817.30,9643.79,10274.43
15,47,14,44,41,44,36,46,29,nunawading,4686.89,5735.34,6654.52,7574.77,8350.66,8944.46,9770.48,10401.61
16,37,12,38,42,39,35,41,33,,,,,,,,,
17,37,22,39,59,39,49,41,45,,,,,,,,,
18,35,22,34,56,37,49,38,44,,,,,,,,,
19,35,23,32,56,34,48,36,44,,,,,,,,,
20,30,23,30,53,32,47,35,45,,,,,,,,,
21,30,23,27,52,31,47,35,47,,,,,,,,,
22,28,22,24,50,30,45,33,48,,,,,,,,,
23,27,22,23,46,31,42,33,48,,,,,,,,,
24,25,23,22,47,28,42,31,45,,,,,,,,,
25,23,26,21,45,24,43,29,44,,,,,,,,,
26,22,27,19,47,24,41,27,42,,,,,,,,,
27,24,41,27,55,28,56,29,52,,,,,,,,,
28,22,39,28,54,28,54,29,51,,,,,,,,,
29,22,40,29,52,28,54,28,46,,,,,,,,,
30,20,38,28,49,25,51,27,46,,,,,,,,,
31,20,39,28,50,25,50,26,43,,,,,,,,,
32,20,35,29,49,24,48,26,39,,,,,,,,,
33,20,35,30,48,22,45,26,39,,,,,,,,,
34,22,37,28,52,20,40,26,38,,,,,,,,,
35,20,46,33,69,24,49,27,44,,,,,,,,,
36,16,46,32,68,24,49,27,42,,,,,,,,,
37,17,49,30,65,24,43,27,41,,,,,,,,,
38,15,48,29,61,24,42,26,40,,,,,,,,,
39,18,49,27,63,24,41,25,39,,,,,,,,,
40,18,48,26,62,23,37,23,35,,,,,,,,,
41,20,47,25,60,24,33,23,34,,,,,,,,,
42,21,46,25,54,21,31,22,32,,,,,,,,,
43,22,46,27,53,21,32,23,32,,,,,,,,,
44,20,48,24,50,21,30,24,29,,,,,,,,,
45,20,49,22,48,22,28,26,32,,,,,,,,,
46,32,67,32,58,33,39,33,38,,,,,,,,,
47,30,64,30,59,32,37,33,37,,,,,,,,,
48,32,61,32,57,31,38,30,37,,,,,,,,,
49,31,63,31,59,34,39,30,35,,,,,,,,,
50,29,61,28,54,32,37,28,33,,,,,,,,,
51,30,63,27,55,31,37,29,31,,,,,,,,,
52,27,67,26,53,31,36,28,27,,,,,,,,,
53,26,64,26,50,29,34,27,26,,,,,,,,,
54,38,70,61,55,35,37,35,34,,,,,,,,,
55,39,70,60,52,34,35,35,32,,,,,,,,,
56,40,70,65,52,31,34,34,30,,,,,,,,,
57,40,70,65,51,30,32,34,30,,,,,,,,,
58,39,67,62,46,27,35,31,29,,,,,,,,,
59,40,69,57,41,29,36,31,28,,,,,,,,,
60,38,66,53,38,29,35,28,23,,,,,,,,,
61,30,61,48,30,26,31,25,21,,,,,,,,,
62,25,50,37,25,22,26,23,18,,,,,,,,,
