0,0,-1
0,64,0
1,0,-1
0,64,1
0,64,2
1,12,0
1,12,1
1,12,2
0,62,3
1,12,3
0,62,4
1,14,4
0,59,5
1,13,5
1,13,6
0,53,6
1,13,7
0,51,7
1,12,8
0,48,8
1,11,9
0,47,9
1,10,10
1,10,11
0,43,10
1,10,12
0,40,11
1,10,13
0,39,12
1,10,14
0,38,13
1,10,15
0,38,14
1,11,16
0,35,15
1,11,17
1,10,18
0,32,16
1,10,19
0,31,17
1,8,20
1,8,21
0,28,18
1,8,22
1,8,23
0,25,19
1,9,24
0,27,20
0,28,21
1,10,25
0,29,22
0,28,23
2,0,-1
1,15,26
0,28,24
1,16,27
3,0,-1
1,15,28
0,26,25
2,66,0
2,66,1
1,18,29
3,0,0
2,66,2
3,0,1
1,21,30
0,38,26
2,66,3
3,3,2
1,21,31
0,37,27
1,22,32
3,4,3
0,36,28
2,67,4
1,21,33
2,64,5
0,33,29
0,33,30
3,30,4
2,62,6
1,35,34
0,33,31
3,33,5
1,35,35
0,34,32
2,59,7
1,36,36
0,31,33
2,58,8
1,39,37
3,36,6
1,38,38
2,56,9
3,38,7
1,39,39
0,42,34
3,39,8
0,42,35
2,54,10
1,38,40
3,40,9
2,50,11
3,41,10
0,43,36
1,38,41
2,48,12
3,42,11
1,35,42
2,45,13
0,40,37
2,44,14
3,46,12
1,35,43
0,41,38
2,42,15
3,45,13
1,34,44
3,44,14
0,42,39
3,44,15
2,41,16
0,39,40
2,40,17
1,62,45
0,45,41
2,38,18
1,58,46
0,42,42
3,59,16
2,35,19
0,43,43
1,55,47
2,31,20
1,55,48
3,63,17
0,43,44
3,63,18
2,27,21
1,53,49
2,27,22
4,0,-1
3,64,19
1,51,50
2,24,23
0,60,45
1,52,51
3,58,20
2,22,24
5,0,-1
0,62,46
4,63,0
3,58,21
1,53,52
0,62,47
4,64,1
5,0,0
2,20,25
4,64,2
3,59,22
0,59,48
5,0,1
3,60,23
0,58,49
5,2,2
4,62,3
2,25,26
1,62,53
0,59,50
5,2,3
3,60,24
2,25,27
4,64,4
2,24,28
0,60,51
1,62,54
2,24,29
4,60,5
1,61,55
2,23,30
2,23,31
5,15,4
3,63,25
2,22,32
0,56,52
4,59,6
5,17,5
1,61,56
2,20,33
1,58,57
4,55,7
3,70,26
0,70,53
4,54,8
5,20,6
2,27,34
2,27,35
1,57,58
0,70,54
5,20,7
4,50,9
3,67,27
2,23,36
1,55,59
5,20,8
0,70,55
2,22,37
4,47,10
3,68,28
1,48,60
4,45,11
0,70,56
5,18,9
2,20,38
4,45,12
4,46,13
5,19,10
0,70,57
3,65,29
1,42,61
2,17,39
5,18,11
4,44,14
2,16,40
5,21,12
3,64,30
0,65,58
5,22,13
4,41,15
3,63,31
2,17,41
5,22,14
2,19,42
5,22,15
3,58,32
0,65,59
4,41,16
2,18,43
3,58,33
2,18,44
4,38,17
0,59,60
4,37,18
5,29,16
4,36,19
0,52,61
5,29,17
3,69,34
4,33,20
2,26,45
5,29,18
4,33,21
2,25,46
3,67,35
5,28,19
2,24,47
4,29,22
2,22,48
3,64,36
4,27,23
5,30,20
2,20,49
3,64,37
6,0,-1
4,25,24
5,30,21
2,20,50
7,0,-1
3,60,38
4,22,25
5,27,22
2,19,51
6,67,0
6,66,1
5,28,23
4,38,26
6,66,2
7,0,0
2,18,52
3,54,39
7,0,1
5,27,24
6,66,3
7,0,2
4,40,27
3,50,40
4,40,28
6,67,4
5,28,25
7,3,3
2,30,53
6,65,5
4,39,29
3,47,41
4,39,30
2,34,54
4,38,31
5,38,26
7,22,4
6,61,6
4,38,32
3,40,42
2,35,55
7,22,5
5,37,27
3,41,43
4,36,33
2,37,56
6,59,7
5,37,28
3,42,44
2,43,57
7,26,6
6,58,8
4,39,34
5,41,29
7,27,7
2,42,58
4,36,35
6,53,9
5,44,30
7,27,8
3,53,45
2,41,59
4,35,36
7,27,9
3,50,46
6,50,10
5,41,31
4,35,37
2,36,60
7,26,10
3,51,47
6,48,11
3,51,48
5,40,32
4,35,38
7,27,11
6,45,12
2,30,61
3,49,49
4,31,39
6,44,13
4,31,40
7,28,12
5,37,33
6,43,14
7,28,13
3,46,50
6,41,15
7,28,14
4,25,41
5,51,34
3,42,51
4,23,42
7,29,15
6,42,16
5,49,35
4,18,43
6,41,17
3,41,52
5,51,36
4,20,44
6,39,18
5,48,37
6,37,19
7,40,16
3,49,53
5,46,38
6,35,20
7,43,17
4,28,45
5,45,39
4,27,46
3,47,54
3,47,55
6,32,21
5,45,40
4,27,47
7,43,18
4,26,48
7,42,19
6,29,22
4,26,49
3,45,56
5,40,41
7,41,20
6,27,23
5,41,42
3,43,57
7,43,21
4,29,50
5,40,43
7,43,22
3,41,58
4,27,51
6,25,24
5,40,44
4,28,52
7,40,23
3,38,59
6,22,25
5,44,45
7,40,24
5,45,46
3,31,60
5,45,47
4,38,53
6,27,26
6,27,27
5,44,48
3,26,61
5,44,49
7,39,25
4,40,54
6,26,28
6,26,29
4,38,55
6,27,30
5,43,50
6,26,31
7,39,26
6,24,32
4,40,56
5,38,51
4,38,57
6,24,33
7,38,27
5,37,52
4,38,58
7,38,28
4,35,59
5,39,53
6,23,34
4,32,60
7,38,29
5,35,54
4,30,61
6,19,35
7,36,30
5,37,55
6,17,36
7,34,31
6,16,37
5,34,56
7,33,32
5,32,57
6,17,38
7,32,33
5,30,58
6,18,39
6,18,40
5,26,59
6,18,41
5,25,60
7,42,34
6,15,42
7,42,35
5,21,61
6,14,43
7,43,36
6,14,44
7,42,37
6,21,45
7,40,38
6,20,46
7,40,39
7,40,40
6,16,47
7,39,41
6,14,48
7,39,42
6,15,49
7,35,43
6,13,50
7,33,44
6,11,51
6,11,52
7,41,45
6,15,53
7,38,46
6,13,54
6,13,55
7,36,47
7,34,48
6,14,56
7,33,49
6,15,57
6,16,58
6,16,59
7,30,50
6,14,60
6,12,61
7,28,51
7,27,52
7,33,53
7,34,54
7,32,55
7,32,56
7,29,57
7,30,58
7,29,59
7,27,60
7,22,61
