0,0,-1
0,61,0
1,0,-1
0,61,1
0,62,2
1,11,0
1,11,1
1,11,2
0,59,3
1,11,3
0,59,4
1,16,4
0,56,5
1,15,5
0,56,6
1,15,6
0,54,7
1,15,7
0,53,8
1,14,8
0,52,9
1,14,9
0,51,10
1,15,10
0,48,11
1,16,11
0,48,12
0,45,13
1,15,12
0,43,14
1,15,13
1,17,14
0,36,15
1,18,15
0,33,16
0,33,17
0,32,18
0,31,19
1,29,16
0,30,20
1,31,17
1,28,18
0,27,21
1,29,19
0,26,22
1,28,20
0,24,23
0,22,24
1,30,21
1,29,22
0,18,25
1,32,23
2,0,-1
0,21,26
1,32,24
0,21,27
3,0,-1
1,31,25
0,20,28
2,67,0
0,20,29
2,68,1
3,1,0
2,68,2
0,20,30
3,1,1
2,67,3
0,18,31
3,3,2
1,45,26
0,19,32
1,47,27
0,19,33
2,66,4
3,6,3
2,63,5
1,50,28
0,28,34
3,25,4
1,52,29
2,59,6
0,25,35
3,25,5
0,24,36
1,56,30
1,57,31
2,57,7
0,24,37
2,58,8
3,29,6
0,23,38
1,58,32
2,56,9
0,22,39
3,31,7
1,55,33
0,21,40
2,53,10
0,20,41
3,37,8
2,54,11
0,20,42
3,36,9
1,70,34
2,53,12
0,19,43
3,38,10
1,70,35
0,17,44
2,51,13
3,36,11
1,70,36
2,45,14
3,33,12
0,31,45
1,70,37
2,40,15
3,32,13
0,34,46
0,34,47
3,34,14
1,68,38
0,34,48
2,40,16
3,32,15
0,35,49
1,70,39
2,36,17
0,30,50
1,69,40
2,33,18
0,28,51
3,47,16
1,69,41
2,32,19
2,31,20
3,46,17
1,67,42
0,29,52
3,46,18
4,0,-1
1,68,43
2,26,21
2,26,22
3,44,19
0,39,53
1,65,44
2,27,23
3,45,20
5,0,-1
4,70,0
2,26,24
4,69,1
0,41,54
3,42,21
5,0,0
4,69,2
0,41,55
5,0,1
1,70,45
4,69,3
3,44,22
0,40,56
5,2,2
2,24,25
1,68,46
3,45,23
0,42,57
4,67,4
5,3,3
1,67,47
2,29,26
0,43,58
3,45,24
4,64,5
2,29,27
1,65,48
2,28,28
0,43,59
2,28,29
5,22,4
2,28,30
4,62,6
1,63,49
3,44,25
0,38,60
2,25,31
5,26,5
2,23,32
2,23,33
0,32,61
1,58,50
4,54,7
3,57,26
5,29,6
4,52,8
1,55,51
3,59,27
2,33,34
4,51,9
5,31,7
5,32,8
4,48,10
2,31,35
3,57,28
4,47,11
1,57,52
5,33,9
4,47,12
2,34,36
3,56,29
4,47,13
3,54,30
2,34,37
5,35,10
4,46,14
5,35,11
3,51,31
1,70,53
2,33,38
4,43,15
5,35,12
3,48,32
2,32,39
5,36,13
1,69,54
2,31,40
4,43,16
5,35,14
1,69,55
4,43,17
3,46,33
2,29,41
5,32,15
4,41,18
2,26,42
4,38,19
1,65,56
2,28,43
3,57,34
4,36,20
4,36,21
2,27,44
3,55,35
5,46,16
4,36,22
3,55,36
1,60,57
5,47,17
2,42,45
4,34,23
5,47,18
2,41,46
3,54,37
1,56,58
4,34,24
5,47,19
3,56,38
2,41,47
2,40,48
1,52,59
5,49,20
6,0,-1
3,56,39
4,27,25
2,36,49
5,48,21
1,44,60
7,0,-1
3,54,40
2,33,50
6,50,0
4,33,26
5,47,22
6,52,1
1,36,61
5,47,23
7,10,0
4,34,27
3,52,41
2,35,51
6,53,2
7,10,1
4,33,28
3,53,42
7,11,2
5,47,24
6,52,3
2,34,52
3,51,43
4,32,29
7,14,3
4,32,30
5,41,25
3,48,44
6,53,4
4,31,31
2,50,53
6,48,5
4,33,32
7,27,4
2,46,54
5,48,26
4,31,33
3,60,45
7,27,5
6,47,6
5,48,27
3,55,46
2,50,55
6,45,7
7,28,6
3,55,47
4,39,34
2,49,56
6,42,8
3,56,48
4,37,35
5,45,28
2,46,57
4,37,36
4,37,37
7,27,7
6,40,9
5,44,29
3,52,49
6,40,10
7,28,8
4,39,38
5,42,30
2,43,58
6,40,11
5,41,31
3,49,50
2,43,59
4,41,39
7,30,9
5,40,32
6,36,12
3,49,51
2,39,60
4,38,40
7,28,10
6,32,13
5,39,33
2,34,61
7,29,11
4,34,41
6,30,14
3,45,52
7,29,12
4,34,42
6,28,15
7,30,13
4,33,43
4,33,44
5,50,34
7,28,14
3,55,53
7,29,15
5,46,35
6,29,16
6,27,17
4,39,45
5,46,36
3,52,54
6,26,18
4,37,46
6,23,19
7,36,16
5,48,37
3,50,55
4,37,47
6,24,20
7,35,17
4,36,48
6,22,21
7,35,18
5,44,38
6,22,22
3,48,56
4,35,49
6,21,23
7,32,19
5,41,39
3,45,57
4,32,50
6,20,24
7,33,20
4,32,51
3,43,58
5,39,40
6,20,25
7,32,21
3,43,59
4,28,52
6,20,26
5,35,41
7,34,22
6,19,27
5,33,42
7,34,23
3,36,60
6,20,28
4,36,53
5,28,43
7,33,24
3,30,61
6,21,29
5,30,44
4,34,54
6,20,30
4,33,55
7,32,25
6,18,31
4,31,56
5,36,45
6,18,32
5,36,46
4,30,57
6,18,33
5,35,47
4,31,58
5,35,48
7,29,26
6,23,34
4,30,59
6,24,35
5,36,49
4,27,60
7,25,27
6,23,36
7,26,28
4,23,61
5,37,50
6,26,37
5,36,51
7,24,29
5,36,52
6,26,38
7,24,30
7,25,31
6,25,39
7,24,32
5,41,53
6,22,40
5,40,54
7,24,33
5,39,55
6,20,41
6,18,42
5,38,56
7,24,34
6,21,43
7,24,35
5,38,57
6,23,44
7,25,36
5,34,58
7,26,37
6,22,45
6,23,46
5,33,59
7,23,38
6,23,47
6,24,48
7,21,39
5,27,60
6,24,49
7,18,40
5,23,61
6,24,50
7,16,41
6,23,51
6,23,52
7,14,42
7,14,43
7,13,44
6,26,53
7,19,45
7,18,46
6,24,54
7,17,47
6,23,55
7,18,48
6,21,56
7,15,49
6,19,57
7,13,50
6,18,58
6,19,59
7,15,51
6,17,60
7,17,52
6,14,61
7,21,53
7,18,54
7,19,55
7,21,56
7,20,57
7,21,58
7,19,59
7,18,60
7,16,61
